Date,Open,High,Low,Close,Volume
2025-01-27,5969.0400390625,6017.169921875,5962.919921875,6012.27978515625,5198750000.0
2025-01-28,6026.97021484375,6074.5400390625,5994.6298828125,6067.7001953125,4473640000.0
2025-01-29,6057.7001953125,6062.830078125,6012.9599609375,6039.31005859375,4115310000.0
2025-01-30,6050.75,6086.64013671875,6027.4599609375,6071.169921875,4634620000.0
2025-01-31,6096.7900390625,6120.91015625,6030.93017578125,6040.52978515625,4843770000.0
2025-02-03,5969.64990234375,6022.1298828125,5923.93017578125,5994.56982421875,4797210000.0
2025-02-04,5998.14013671875,6042.47998046875,5990.8701171875,6037.8798828125,4410160000.0
2025-02-05,6020.4501953125,6062.85986328125,6007.06005859375,6061.47998046875,4756250000.0
2025-02-06,6072.22021484375,6084.02978515625,6046.830078125,6083.56982421875,4847120000.0
2025-02-07,6083.1298828125,6101.27978515625,6019.9599609375,6025.990234375,4766900000.0
2025-02-10,6046.39990234375,6073.3798828125,6044.83984375,6066.43994140625,4458760000.0
2025-02-11,6049.31982421875,6076.27978515625,6042.33984375,6068.5,4324880000.0
2025-02-12,6025.080078125,6063.0,6003.0,6051.97021484375,4627960000.0
2025-02-13,6060.58984375,6116.91015625,6050.9501953125,6115.06982421875,4763800000.0
2025-02-14,6115.52001953125,6127.47021484375,6107.6201171875,6114.6298828125,4335190000.0
2025-02-18,6121.60009765625,6129.6298828125,6099.509765625,6129.580078125,4684980000.0
2025-02-19,6117.759765625,6147.43017578125,6111.14990234375,6144.14990234375,4562330000.0
2025-02-20,6134.5,6134.5,6084.58984375,6117.52001953125,4813690000.0
2025-02-21,6114.10009765625,6114.81982421875,6008.56005859375,6013.1298828125,5434560000.0
2025-02-24,6026.68994140625,6043.64990234375,5977.830078125,5983.25,4990120000.0
2025-02-25,5982.72998046875,5992.64990234375,5908.490234375,5955.25,5374690000.0
2025-02-26,5970.8701171875,6009.81982421875,5932.68994140625,5956.06005859375,4869580000.0
2025-02-27,5981.8798828125,5993.68994140625,5858.77978515625,5861.56982421875,5057680000.0
2025-02-28,5856.740234375,5959.39990234375,5837.66015625,5954.5,6441140000.0
2025-03-03,5968.330078125,5986.08984375,5810.91015625,5849.72021484375,5613850000.0
2025-03-04,5811.97998046875,5865.080078125,5732.58984375,5778.14990234375,6138110000.0
2025-03-05,5781.35986328125,5860.58984375,5742.35009765625,5842.6298828125,5285970000.0
2025-03-06,5785.8701171875,5812.080078125,5711.64013671875,5738.52001953125,5165080000.0
2025-03-07,5726.009765625,5783.009765625,5666.2900390625,5770.2001953125,5705140000.0
2025-03-10,5705.3701171875,5705.3701171875,5564.02001953125,5614.56005859375,6409370000.0
2025-03-11,5603.64990234375,5636.2998046875,5528.41015625,5572.06982421875,6221240000.0
2025-03-12,5624.83984375,5642.18994140625,5546.08984375,5599.2998046875,5219830000.0
2025-03-13,5594.4501953125,5597.77978515625,5504.64990234375,5521.52001953125,5018980000.0
2025-03-14,5563.85009765625,5645.27001953125,5563.85009765625,5638.93994140625,4863180000.0
2025-03-17,5635.60009765625,5703.52001953125,5631.1201171875,5675.1201171875,5031770000.0
2025-03-18,5654.52978515625,5654.52978515625,5597.759765625,5614.66015625,4666270000.0
2025-03-19,5632.3701171875,5715.330078125,5622.2001953125,5675.2900390625,4660090000.0
2025-03-20,5646.919921875,5711.14990234375,5632.330078125,5662.89013671875,4678420000.0
2025-03-21,5630.72998046875,5670.83984375,5603.10009765625,5667.56005859375,9367460000.0
2025-03-24,5718.080078125,5775.14013671875,5718.080078125,5767.56982421875,4517990000.0
2025-03-25,5775.9599609375,5786.9501953125,5760.419921875,5776.64990234375,4467340000.0
2025-03-26,5771.66015625,5783.6201171875,5694.41015625,5712.2001953125,4183140000.0
2025-03-27,5695.64013671875,5732.27978515625,5670.93994140625,5693.31005859375,4403460000.0
2025-03-28,5679.2001953125,5685.89013671875,5572.419921875,5580.93994140625,4513330000.0
2025-03-31,5527.91015625,5627.56005859375,5488.72998046875,5611.85009765625,5257250000.0
2025-04-01,5597.52978515625,5650.56982421875,5558.52001953125,5633.06982421875,4434500000.0
2025-04-02,5580.759765625,5695.31005859375,5571.47998046875,5670.97021484375,4243830000.0
2025-04-03,5492.740234375,5499.52978515625,5390.830078125,5396.52001953125,7210470000.0
2025-04-04,5292.14013671875,5292.14013671875,5069.89990234375,5074.080078125,8853500000.0
2025-04-07,4953.7900390625,5246.56982421875,4835.0400390625,5062.25,8691980000.0
2025-04-08,5193.56982421875,5267.47021484375,4910.419921875,4982.77001953125,7408140000.0
2025-04-09,4965.27978515625,5481.33984375,4948.43017578125,5456.89990234375,9489600000.0
2025-04-10,5353.14990234375,5353.14990234375,5115.27001953125,5268.0498046875,6677140000.0
2025-04-11,5255.56005859375,5381.4599609375,5220.77001953125,5363.35986328125,5602550000.0
2025-04-14,5441.9599609375,5459.4599609375,5358.02001953125,5405.97021484375,5031440000.0
2025-04-15,5411.990234375,5450.41015625,5386.43994140625,5396.6298828125,4317110000.0
2025-04-16,5335.75,5367.240234375,5220.7900390625,5275.7001953125,4607750000.0
2025-04-17,5305.4501953125,5328.31005859375,5255.580078125,5282.7001953125,4714880000.0
2025-04-21,5232.93994140625,5232.93994140625,5101.6298828125,5158.2001953125,4226340000.0
2025-04-22,5207.669921875,5309.60986328125,5207.669921875,5287.759765625,4666950000.0
2025-04-23,5395.919921875,5469.68994140625,5356.169921875,5375.85986328125,5371390000.0
2025-04-24,5381.3798828125,5489.39990234375,5371.9599609375,5484.77001953125,4697710000.0
2025-04-25,5489.72998046875,5528.10986328125,5455.85986328125,5525.2099609375,4236580000.0
2025-04-28,5529.22021484375,5553.66015625,5468.64013671875,5528.75,4257880000.0
2025-04-29,5508.8701171875,5571.9501953125,5505.7001953125,5560.830078125,4747150000.0
2025-04-30,5499.43994140625,5581.83984375,5433.240234375,5569.06005859375,5449490000.0
2025-05-01,5625.14013671875,5658.91015625,5597.35009765625,5604.14013671875,4935270000.0
2025-05-02,5645.8798828125,5700.7001953125,5642.27978515625,5686.669921875,4854380000.0
2025-05-05,5655.31982421875,5683.3798828125,5634.47998046875,5650.3798828125,4358260000.0
2025-05-06,5605.8701171875,5649.580078125,5586.0400390625,5606.91015625,4717260000.0
2025-05-07,5614.18017578125,5654.72998046875,5578.64013671875,5631.27978515625,4987440000.0
2025-05-08,5663.60009765625,5720.10009765625,5635.3798828125,5663.93994140625,5627400000.0
2025-05-09,5679.64990234375,5691.68994140625,5644.14990234375,5659.91015625,4645090000.0
2025-05-12,5807.2001953125,5845.3701171875,5786.080078125,5844.18994140625,6014580000.0
2025-05-13,5854.14990234375,5906.64013671875,5845.02001953125,5886.5498046875,5516290000.0
2025-05-14,5896.740234375,5906.5498046875,5872.10986328125,5892.580078125,5233450000.0
2025-05-15,5869.81982421875,5924.2099609375,5865.16015625,5916.93017578125,4991290000.0
2025-05-16,5929.08984375,5958.6201171875,5907.35986328125,5958.3798828125,4850850000.0
2025-05-19,5902.8798828125,5968.60986328125,5895.68994140625,5963.60009765625,4144010000.0
2025-05-20,5944.66015625,5953.06005859375,5909.259765625,5940.4599609375,4416850000.0
2025-05-21,5910.18017578125,5938.3701171875,5830.91015625,5844.60986328125,5254250000.0
2025-05-22,5841.259765625,5878.080078125,5825.81982421875,5842.009765625,5157050000.0
2025-05-23,5781.89013671875,5829.509765625,5767.41015625,5802.81982421875,4662820000.0
2025-05-27,5854.06982421875,5924.330078125,5854.06982421875,5921.5400390625,5366380000.0
2025-05-28,5925.5400390625,5939.919921875,5881.8798828125,5888.5498046875,4665050000.0
2025-05-29,5939.9599609375,5943.1298828125,5873.7998046875,5912.169921875,4569750000.0
2025-05-30,5903.669921875,5922.14013671875,5843.66015625,5911.68994140625,6378540000.0
2025-06-02,5896.68017578125,5937.39990234375,5861.43017578125,5935.93994140625,4832240000.0
2025-06-03,5938.56005859375,5981.35009765625,5929.0,5970.3701171875,5026680000.0
2025-06-04,5978.93994140625,5990.47998046875,5966.10986328125,5970.81005859375,4767050000.0
2025-06-05,5985.669921875,5999.7001953125,5921.2001953125,5939.2998046875,5091850000.0
2025-06-06,5987.06005859375,6016.8701171875,5978.6298828125,6000.35986328125,4355710000.0
2025-06-09,6004.6298828125,6021.31005859375,5994.18017578125,6005.8798828125,4642360000.0
2025-06-10,6009.91015625,6043.009765625,6000.27978515625,6038.81005859375,4882880000.0
2025-06-11,6049.3798828125,6059.39990234375,6002.31982421875,6022.240234375,5111550000.0
2025-06-12,6009.89990234375,6045.43017578125,6003.8798828125,6045.259765625,4669500000.0
2025-06-13,6000.56005859375,6026.16015625,5963.2099609375,5976.97021484375,5258910000.0
2025-06-16,6004.0,6050.830078125,6004.0,6033.10986328125,5111710000.0
2025-06-17,6012.14990234375,6023.25,5974.7998046875,5982.72021484375,4955700000.0
2025-06-18,5987.93017578125,6018.25,5971.89013671875,5980.8701171875,5106470000.0
2025-06-20,5999.669921875,6018.2001953125,5952.56005859375,5967.83984375,7451500000.0
2025-06-23,5969.669921875,6028.77001953125,5943.22998046875,6025.169921875,5597000000.0
2025-06-24,6061.2099609375,6101.759765625,6059.25,6092.18017578125,5443690000.0
2025-06-25,6104.22998046875,6108.509765625,6080.08984375,6092.16015625,5171110000.0
2025-06-26,6112.08984375,6146.52001953125,6107.27001953125,6141.02001953125,5308140000.0
2025-06-27,6150.7001953125,6187.68017578125,6132.35009765625,6173.06982421875,7889350000.0
2025-06-30,6193.35986328125,6215.080078125,6174.97021484375,6204.9501953125,5782900000.0
2025-07-01,6187.25,6210.77978515625,6177.97021484375,6198.009765625,6275310000.0
2025-07-02,6193.8798828125,6227.60009765625,6188.2900390625,6227.419921875,5645710000.0
2025-07-03,6246.4599609375,6284.64990234375,6246.4599609375,6279.35009765625,3378110000.0
2025-07-07,6259.0400390625,6262.06982421875,6201.0,6229.97998046875,5236740000.0
2025-07-08,6234.02978515625,6242.7001953125,6217.75,6225.52001953125,5739030000.0
2025-07-09,6243.330078125,6269.16015625,6231.43017578125,6263.259765625,4813340000.0
2025-07-10,6266.7998046875,6290.22021484375,6251.43994140625,6280.4599609375,5367350000.0
2025-07-11,6255.68017578125,6269.43994140625,6237.60009765625,6259.75,4656210000.0
2025-07-14,6255.14990234375,6273.31005859375,6239.22021484375,6268.56005859375,4722250000.0
2025-07-15,6295.2900390625,6302.0400390625,6241.68017578125,6243.759765625,5133670000.0
2025-07-16,6254.5,6268.1201171875,6201.58984375,6263.7001953125,5177460000.0
2025-07-17,6263.39990234375,6304.68994140625,6262.27001953125,6297.35986328125,5512290000.0
2025-07-18,6312.9501953125,6315.60986328125,6285.27001953125,6296.7900390625,5184700000.0
2025-07-21,6304.740234375,6336.080078125,6303.7900390625,6305.60009765625,5010840000.0
2025-07-22,6306.60009765625,6316.1201171875,6281.7099609375,6309.6201171875,5662040000.0
2025-07-23,6326.89990234375,6360.64013671875,6317.490234375,6358.91015625,5642510000.0
2025-07-24,6368.60009765625,6381.31005859375,6360.56982421875,6363.35009765625,5282720000.0
2025-07-25,6370.009765625,6395.81982421875,6368.52978515625,6388.64013671875,4470720000.0
2025-07-28,6397.68994140625,6401.06982421875,6375.7900390625,6389.77001953125,4565620000.0
2025-07-29,6405.6201171875,6409.259765625,6363.919921875,6370.85986328125,5076120000.0
2025-07-30,6381.22998046875,6396.5400390625,6336.3798828125,6362.89990234375,5375070000.0
2025-07-31,6427.02001953125,6427.02001953125,6327.64013671875,6339.39013671875,6077080000.0
2025-08-01,6287.27978515625,6287.27978515625,6212.68994140625,6238.009765625,5827150000.0
2025-08-04,6271.7099609375,6330.68994140625,6271.7099609375,6329.93994140625,4842580000.0
2025-08-05,6336.6298828125,6346.0,6289.3701171875,6299.18994140625,5517410000.0
2025-08-06,6309.2998046875,6352.830078125,6301.10986328125,6345.06005859375,5408560000.0
2025-08-07,6374.31982421875,6389.7099609375,6310.31982421875,6340.0,5306090000.0
2025-08-08,6355.22021484375,6395.16015625,6355.22021484375,6389.4501953125,4769910000.0
2025-08-11,6389.669921875,6407.25,6364.06005859375,6373.4501953125,4652400000.0
2025-08-12,6395.169921875,6446.5498046875,6385.759765625,6445.759765625,5135300000.0
2025-08-13,6462.669921875,6480.27978515625,6445.02001953125,6466.580078125,5195950000.0
2025-08-14,6453.4599609375,6473.919921875,6441.06982421875,6468.5400390625,4462050000.0
2025-08-15,6477.3798828125,6481.33984375,6441.85009765625,6449.7998046875,4575060000.0
2025-08-18,6445.02001953125,6455.35009765625,6437.7001953125,6449.14990234375,4162290000.0
2025-08-19,6446.240234375,6456.47998046875,6400.22021484375,6411.3701171875,4377440000.0
2025-08-20,6406.6201171875,6408.39990234375,6343.85986328125,6395.77978515625,4470390000.0
2025-08-21,6380.830078125,6393.64990234375,6352.7099609375,6370.169921875,4013560000.0
2025-08-22,6384.58984375,6478.89013671875,6384.58984375,6466.91015625,5046860000.0
2025-08-25,6457.669921875,6466.89013671875,6438.06005859375,6439.31982421875,4059070000.0
2025-08-26,6435.490234375,6468.3701171875,6429.2099609375,6465.93994140625,4867680000.0
2025-08-27,6462.259765625,6487.06005859375,6457.83984375,6481.39990234375,4143680000.0
2025-08-28,6483.83984375,6508.22998046875,6466.9599609375,6501.85986328125,4283760000.0
2025-08-29,6489.27978515625,6491.759765625,6444.56982421875,6460.259765625,4234840000.0
2025-09-02,6401.509765625,6416.5400390625,6360.580078125,6415.5400390625,4784000000.0
2025-09-03,6445.81982421875,6453.669921875,6416.169921875,6448.259765625,4465360000.0
2025-09-04,6456.60009765625,6502.5400390625,6445.97998046875,6502.080078125,4670770000.0
2025-09-05,6529.080078125,6532.64990234375,6443.97998046875,6481.5,5066120000.0
2025-09-08,6498.08984375,6508.669921875,6483.2900390625,6495.14990234375,5211500000.0
2025-09-09,6503.330078125,6518.22998046875,6483.080078125,6512.60986328125,4798350000.0
2025-09-10,6550.2900390625,6555.97021484375,6516.33984375,6532.0400390625,5253010000.0
2025-09-11,6554.41015625,6592.89013671875,6545.7998046875,6587.47021484375,5426460000.0
2025-09-12,6590.66015625,6600.2099609375,6579.490234375,6584.2900390625,4641640000.0
2025-09-15,6603.490234375,6619.6201171875,6602.06982421875,6615.27978515625,5045020000.0
2025-09-16,6624.1298828125,6626.990234375,6600.10986328125,6606.759765625,5359510000.0
2025-09-17,6604.8701171875,6624.39013671875,6551.14990234375,6600.35009765625,5805340000.0
2025-09-18,6626.85009765625,6656.7998046875,6611.89013671875,6631.9599609375,5292400000.0
2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,9125960000.0
2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,5642620000.0
2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,5633620000.0
2025-09-24,6669.7900390625,6672.66015625,6621.759765625,6637.97021484375,5459180000.0
2025-09-25,6608.18994140625,6619.0,6569.22021484375,6604.72021484375,5874670000.0
2025-09-26,6615.3798828125,6648.97021484375,6604.43017578125,6643.7001953125,5103110000.0
2025-09-29,6661.580078125,6677.31005859375,6644.490234375,6661.2099609375,5358760000.0
2025-09-30,6656.18994140625,6691.25,6641.0,6688.4599609375,6057210000.0
2025-10-01,6664.919921875,6718.47998046875,6656.2001953125,6711.2001953125,6037950000.0
2025-10-02,6731.31005859375,6731.93994140625,6693.22998046875,6715.35009765625,5416130000.0
2025-10-03,6722.14013671875,6750.8701171875,6705.669921875,6715.7900390625,5713110000.0
2025-10-06,6733.85986328125,6749.52001953125,6717.77978515625,6740.27978515625,5604460000.0
2025-10-07,6746.14013671875,6754.490234375,6699.9599609375,6714.58984375,5546150000.0
2025-10-08,6723.8701171875,6755.64013671875,6718.08984375,6753.72021484375,5383130000.0
2025-10-09,6760.5,6764.580078125,6716.169921875,6735.10986328125,5385020000.0
2025-10-10,6740.490234375,6762.39990234375,6550.77978515625,6552.509765625,6596610000.0
2025-10-13,6622.52978515625,6668.68017578125,6620.7099609375,6654.72021484375,5303960000.0
2025-10-14,6602.490234375,6680.7001953125,6555.06982421875,6644.31005859375,5666920000.0
2025-10-15,6688.27001953125,6724.1201171875,6612.10986328125,6671.06005859375,5633060000.0
2025-10-16,6689.02001953125,6709.33984375,6593.990234375,6629.06982421875,6048180000.0
2025-10-17,6613.27001953125,6678.8798828125,6603.759765625,6664.009765625,5358120000.0
2025-10-20,6690.0498046875,6744.35009765625,6690.0498046875,6735.1298828125,4672170000.0
2025-10-21,6736.75,6752.16015625,6722.02978515625,6735.35009765625,5245020000.0
2025-10-22,6741.33984375,6741.75,6655.68994140625,6699.39990234375,5710010000.0
2025-10-23,6703.64990234375,6749.52978515625,6700.14013671875,6738.43994140625,5565750000.0
2025-10-24,6772.06982421875,6807.10986328125,6772.06982421875,6791.68994140625,5058220000.0
2025-10-27,6845.4599609375,6877.27978515625,6843.93994140625,6875.16015625,5290650000.0
2025-10-28,6897.740234375,6911.2998046875,6870.72998046875,6890.89013671875,5695930000.0
2025-10-29,6910.9501953125,6920.33984375,6851.91015625,6890.58984375,6280130000.0
2025-10-30,6860.5,6880.75,6820.68994140625,6822.33984375,6052700000.0
2025-10-31,6879.169921875,6879.169921875,6814.259765625,6840.2001953125,6398280000.0
2025-11-03,6882.31982421875,6882.31982421875,6820.6201171875,6851.97021484375,6065720000.0
2025-11-04,6788.52001953125,6820.2099609375,6766.7099609375,6771.5498046875,5739510000.0
2025-11-05,6769.77001953125,6829.77978515625,6763.10986328125,6796.2900390625,5939600000.0
2025-11-06,6787.58984375,6796.68017578125,6707.509765625,6720.31982421875,6051900000.0
2025-11-07,6696.18017578125,6730.10986328125,6631.43994140625,6728.7998046875,5926070000.0
2025-11-10,6785.35986328125,6841.31982421875,6770.56005859375,6832.43017578125,5366050000.0
2025-11-11,6815.64013671875,6855.1298828125,6806.8701171875,6846.60986328125,4983490000.0
2025-11-12,6867.77001953125,6869.91015625,6829.6201171875,6850.919921875,5293610000.0
2025-11-13,6826.47021484375,6828.0498046875,6724.72021484375,6737.490234375,5473720000.0
2025-11-14,6672.14013671875,6774.31005859375,6646.8701171875,6734.10986328125,5042660000.0
2025-11-17,6713.60986328125,6754.5,6638.89990234375,6672.41015625,5204220000.0
2025-11-18,6641.18994140625,6666.6298828125,6574.31982421875,6617.31982421875,5159390000.0
2025-11-19,6625.83984375,6689.75,6603.5,6642.16015625,5021610000.0
2025-11-20,6737.93017578125,6770.35009765625,6534.0498046875,6538.759765625,5596080000.0
2025-11-21,6555.77001953125,6660.0498046875,6521.919921875,6602.990234375,5929930000.0
2025-11-24,6636.5400390625,6715.75,6630.7001953125,6705.1201171875,6039740000.0
2025-11-25,6697.02978515625,6776.39990234375,6659.97998046875,6765.8798828125,5003330000.0
2025-11-26,6793.5498046875,6831.43994140625,6783.8701171875,6812.60986328125,4485000000.0
2025-11-28,6822.52001953125,6850.85986328125,6819.75,6849.08984375,2558540000.0
2025-12-01,6812.2998046875,6843.64990234375,6799.93994140625,6812.6298828125,4549370000.0
2025-12-02,6830.9599609375,6851.5498046875,6806.7099609375,6829.3701171875,4582290000.0
2025-12-03,6815.2900390625,6862.419921875,6810.43017578125,6849.72021484375,4736780000.0
2025-12-04,6866.47021484375,6866.47021484375,6827.1201171875,6857.1201171875,4872440000.0
2025-12-05,6866.31982421875,6895.77978515625,6858.2900390625,6870.39990234375,4944560000.0
2025-12-08,6875.2001953125,6878.27001953125,6827.18994140625,6846.509765625,4757130000.0
2025-12-09,6840.60986328125,6864.919921875,6837.43017578125,6840.509765625,4508050000.0
2025-12-10,6833.490234375,6900.669921875,6824.68994140625,6886.68017578125,5526570000.0
2025-12-11,6861.2998046875,6903.4599609375,6833.4501953125,6901.0,5021060000.0
2025-12-12,6886.85009765625,6899.85009765625,6801.7900390625,6827.41015625,4910160000.0
2025-12-15,6860.18994140625,6861.58984375,6801.490234375,6816.509765625,4975600000.0
2025-12-16,6800.1201171875,6819.27001953125,6759.740234375,6800.259765625,4983180000.0
2025-12-17,6802.8798828125,6812.259765625,6720.43017578125,6721.43017578125,5122120000.0
2025-12-18,6778.06005859375,6816.1298828125,6758.5,6774.759765625,5101190000.0
2025-12-19,6792.6201171875,6840.02001953125,6792.6201171875,6834.5,8554470000.0
2025-12-22,6865.2099609375,6882.02978515625,6855.740234375,6878.490234375,4465030000.0
2025-12-23,6872.41015625,6910.8798828125,6868.81005859375,6909.7900390625,3820560000.0
2025-12-24,6904.91015625,6937.31982421875,6904.91015625,6932.0498046875,1798270000.0
2025-12-26,6936.02001953125,6945.77001953125,6921.60009765625,6929.93994140625,2586550000.0
2025-12-29,6903.60009765625,6920.2099609375,6888.759765625,6905.740234375,3541750000.0
2025-12-30,6900.43994140625,6913.25,6893.47021484375,6896.240234375,3309930000.0
2025-12-31,6898.81982421875,6901.419921875,6844.5498046875,6845.5,3261830000.0
2026-01-02,6878.10986328125,6894.8701171875,6824.31005859375,6858.47021484375,4184120000.0
2026-01-05,6892.18994140625,6920.3798828125,6891.56005859375,6902.0498046875,5771930000.0
2026-01-06,6908.02978515625,6948.68994140625,6904.02001953125,6944.81982421875,5509680000.0
2026-01-07,6945.06982421875,6965.68994140625,6919.18994140625,6920.93017578125,5214480000.0
2026-01-08,6914.10986328125,6931.27978515625,6899.330078125,6921.4599609375,5333200000.0
2026-01-09,6927.830078125,6978.35986328125,6917.64013671875,6966.27978515625,5163900000.0
2026-01-12,6944.1201171875,6986.330078125,6934.06982421875,6977.27001953125,5019040000.0
2026-01-13,6977.41015625,6985.830078125,6938.77001953125,6963.740234375,5091730000.0
2026-01-14,6937.41015625,6941.2998046875,6885.740234375,6926.60009765625,5530830000.0
2026-01-15,6969.4599609375,6979.33984375,6937.93017578125,6944.47021484375,5114050000.0
2026-01-16,6960.5400390625,6967.2998046875,6925.08984375,6940.009765625,5356550000.0
2026-01-20,6865.240234375,6871.169921875,6789.0498046875,6796.85986328125,5769500000.0
2026-01-21,6810.7099609375,6910.39013671875,6804.9599609375,6875.6201171875,5835520000.0
2026-01-22,6914.43994140625,6934.75,6893.6201171875,6913.35009765625,5307580000.0
2026-01-23,6907.85009765625,6932.9599609375,6895.5,6915.60986328125,4871930000.0
2026-01-26,6923.22998046875,6964.66015625,6921.60009765625,6950.22998046875,4968050000.0
2026-01-27,6965.9599609375,6988.81982421875,6958.830078125,6978.60009765625,5331720000.0
2026-01-28,7002.0,7002.27978515625,6963.4599609375,6978.02978515625,5507670000.0
2026-01-29,6977.740234375,6992.83984375,6870.7998046875,6969.009765625,6877780000.0
2026-01-30,6947.27001953125,6964.08984375,6893.47998046875,6939.02978515625,6697340000.0
2026-02-02,6916.64013671875,6991.919921875,6914.33984375,6976.43994140625,5772050000.0
2026-02-03,6985.4501953125,6993.080078125,6862.0498046875,6917.81005859375,7017660000.0
2026-02-04,6924.5,6936.08984375,6838.7998046875,6882.72021484375,7475750000.0
2026-02-05,6837.39013671875,6857.85009765625,6780.1298828125,6798.39990234375,6989120000.0
2026-02-06,6816.740234375,6944.89013671875,6816.740234375,6932.2998046875,6283680000.0
2026-02-09,6917.259765625,6980.10009765625,6905.8701171875,6964.81982421875,5650260000.0
2026-02-10,6974.490234375,6986.830078125,6937.52978515625,6941.81005859375,5595950000.0
2026-02-11,6976.47998046875,6993.47998046875,6911.97021484375,6941.47021484375,6175510000.0
2026-02-12,6957.5400390625,6973.22021484375,6824.0400390625,6832.759765625,7118700000.0
2026-02-13,6834.27001953125,6881.9599609375,6794.5498046875,6836.169921875,5718360000.0
2026-02-17,6819.85986328125,6866.990234375,6775.5,6843.22021484375,5418480000.0
2026-02-18,6855.47998046875,6909.1201171875,6849.66015625,6881.31005859375,5098160000.0
2026-02-19,6861.33984375,6879.1201171875,6833.06005859375,6861.89013671875,5151690000.0
2026-02-20,6843.259765625,6915.85986328125,6836.330078125,6909.509765625,5432480000.0
2026-02-23,6901.25,6916.9599609375,6819.81982421875,6837.75,5638350000.0
2026-02-24,6837.3701171875,6899.169921875,6815.43017578125,6890.06982421875,5266090000.0
2026-02-25,6915.14990234375,6952.509765625,6915.14990234375,6946.1298828125,5328060000.0
2026-02-26,6944.740234375,6947.25,6859.72998046875,6908.85986328125,5889550000.0
2026-02-27,6856.5400390625,6882.9599609375,6831.740234375,6878.8798828125,6665660000.0
2026-03-02,6824.35986328125,6901.009765625,6796.85009765625,6881.6201171875,6079080000.0
2026-03-03,6800.259765625,6840.0498046875,6710.419921875,6816.6298828125,6442080000.0
2026-03-04,6831.68994140625,6885.93994140625,6811.64013671875,6869.5,5252170000.0
2026-03-05,6851.080078125,6870.43017578125,6770.77978515625,6830.7099609375,5989300000.0
2026-03-06,6769.02978515625,6773.419921875,6711.56005859375,6740.02001953125,5793120000.0
2026-03-09,6699.7998046875,6810.43994140625,6636.0400390625,6795.990234375,6709410000.0
2026-03-10,6796.56005859375,6845.080078125,6759.740234375,6781.47998046875,5944950000.0
2026-03-11,6790.08984375,6811.14990234375,6745.58984375,6775.7998046875,5511090000.0
2026-03-12,6740.8798828125,6740.8798828125,6670.39990234375,6672.6201171875,6292170000.0
2026-03-13,6673.490234375,6733.2998046875,6623.919921875,6632.18994140625,5337120000.0
2026-03-16,6674.3701171875,6729.7900390625,6674.3701171875,6699.3798828125,5176290000.0
2026-03-17,6722.35009765625,6754.2998046875,6710.7998046875,6716.08984375,5063390000.0
2026-03-18,6697.16015625,6705.18017578125,6621.66015625,6624.7001953125,5275480000.0
2026-03-19,6583.1201171875,6636.740234375,6557.81982421875,6606.490234375,5973390000.0
2026-03-20,6594.66015625,6594.66015625,6473.52001953125,6506.47998046875,10025820000.0
2026-03-23,6574.9599609375,6651.6201171875,6565.5498046875,6581.0,6020650000.0
2026-03-24,6552.08984375,6595.75,6525.10986328125,6556.3701171875,5278580000.0
2026-03-25,6598.35009765625,6633.93994140625,6568.41015625,6591.89990234375,4936720000.0
2026-03-26,6555.85986328125,6573.22021484375,6473.7900390625,6477.16015625,4845560000.0
2026-03-27,6453.89013671875,6453.89013671875,6356.080078125,6368.85009765625,5303490000.0
2026-03-30,6403.3701171875,6427.31005859375,6316.91015625,6343.72021484375,5458640000.0
2026-03-31,6395.8798828125,6539.0498046875,6395.8798828125,6528.52001953125,6396100000.0
2026-04-01,6556.56005859375,6609.669921875,6554.2900390625,6575.31982421875,5637260000.0
2026-04-02,6512.60986328125,6601.91015625,6474.93994140625,6582.68994140625,4740740000.0
2026-04-06,6587.66015625,6618.1298828125,6579.72021484375,6611.830078125,3906440000.0
2026-04-07,6601.93017578125,6618.259765625,6534.5498046875,6616.85009765625,4555680000.0
2026-04-08,6754.35986328125,6793.5,6740.27978515625,6782.81005859375,5904880000.0
2026-04-09,6783.68994140625,6835.31005859375,6761.5498046875,6824.66015625,4912410000.0
2026-04-10,6839.240234375,6845.77001953125,6808.4599609375,6816.89013671875,4393220000.0
2026-04-13,6806.47021484375,6887.0,6790.02001953125,6886.240234375,4785840000.0
2026-04-14,6910.2001953125,6969.419921875,6905.169921875,6967.3798828125,5032380000.0
2026-04-15,6978.169921875,7026.240234375,6967.1298828125,7022.9501953125,5278610000.0
2026-04-16,7037.77978515625,7051.22998046875,7008.52001953125,7041.27978515625,5173650000.0
2026-04-17,7074.5498046875,7147.52001953125,7074.5498046875,7126.06005859375,6145300000.0
2026-04-20,7117.0498046875,7122.64990234375,7084.41015625,7109.14013671875,4661130000.0
2026-04-21,7122.64013671875,7137.27001953125,7050.2001953125,7064.009765625,5160270000.0
2026-04-22,7102.91015625,7138.64013671875,7102.91015625,7137.89990234375,4919460000.0
2026-04-23,7118.7998046875,7147.77978515625,7046.5498046875,7108.39990234375,5307260000.0
2026-04-24,7136.47998046875,7168.58984375,7112.81982421875,7165.080078125,4608830000.0
2026-04-27,7152.72021484375,7178.740234375,7146.72021484375,7173.91015625,4783750000.0
